corr_data_correlation_min,corr_data_correlation_max,corr_data_correlation_median,corr_data_correlation_mean,corr_data_correlation_std,corr_data_abs_correlation_min,corr_data_abs_correlation_max,corr_data_abs_correlation_median,corr_data_abs_correlation_mean,corr_data_abs_correlation_std,model_roc_auc,permutation_ranks_corr,shap_ranks_corr,gain_ranks_corr
0.8774881447845589,0.9505908959532859,0.9257906653220035,0.9253233458175769,0.016194916139916905,0.8774881447845589,0.9505908959532859,0.9257906653220035,0.9253233458175769,0.016194916139916905,0.8853477616556419,0.7162064825930371,0.7850048907408567,0.7821747694583299
0.8827671718316293,0.9517130537400156,0.933248533611614,0.9303388147628983,0.01275459621151979,0.8827671718316293,0.9517130537400156,0.933248533611614,0.9303388147628983,0.01275459621151979,0.9781170459949095,0.6862424969987995,0.7280453804503205,0.7287251160506076
0.8813046609489668,0.9500734858445675,0.9302668873757545,0.9281016236261695,0.013563735013154624,0.8813046609489668,0.9500734858445675,0.9302668873757545,0.9281016236261695,0.013563735013154624,0.9798944767687449,0.7345498199279711,0.7514120163275823,0.7803439020857661
0.8813144301113375,0.9521185237103545,0.9267469595562877,0.9249817016340983,0.015624858818621015,0.8813144301113375,0.9521185237103545,0.9267469595562877,0.9249817016340983,0.015624858818621015,0.9917817622760647,0.8456662665066026,0.8519087635054022,0.8364465786314526
0.8790682939601766,0.9506922488205442,0.9271731460428523,0.9258997083122568,0.016056485973972082,0.8790682939601766,0.9506922488205442,0.9271731460428523,0.9258997083122568,0.016056485973972082,0.8920263877676845,0.7509723889555822,0.8165733132723364,0.8160713009071131
0.8770866685042333,0.9508319248423652,0.9219125639313199,0.920732107585361,0.014867413978827288,0.8770866685042333,0.9508319248423652,0.9219125639313199,0.920732107585361,0.014867413978827288,0.8762829781593854,0.6903721488595438,0.8073569099966394,0.8017452980838858
0.8832880134508813,0.95142869532524,0.9277137787935491,0.9261073439247884,0.014257443507075538,0.8832880134508813,0.95142869532524,0.9277137787935491,0.9261073439247884,0.014257443507075538,0.9922501748905664,0.7440576230492196,0.6736776395132551,0.724387140356223
0.8794208049882314,0.9518861588941185,0.9279578728798679,0.9262818638109631,0.015924765551673624,0.8794208049882314,0.9518861588941185,0.9279578728798679,0.9262818638109631,0.015924765551673624,0.8953901415605663,0.7972629051620648,0.8681045586570261,0.8709987395159159
0.8790845076701139,0.9507584149398239,0.9208826525287939,0.9206751892848474,0.016422955289152143,0.8790845076701139,0.9507584149398239,0.9208826525287939,0.9206751892848474,0.016422955289152143,0.9882993339004172,0.45411764705882346,0.47567609577768516,0.47567609577768516
0.8835582060859303,0.9501392769377246,0.924694756533381,0.924198700226961,0.01432392586976785,0.8835582060859303,0.9501392769377246,0.924694756533381,0.924198700226961,0.01432392586976785,0.9694479577918311,0.844033613445378,0.8614750786592207,0.8517555765429805
0.8797076700310316,0.9518788959556567,0.9256113822049455,0.9255813645791431,0.01602959487962458,0.8797076700310316,0.9518788959556567,0.9256113822049455,0.9255813645791431,0.01602959487962458,0.9807204747265463,0.8338535414165665,0.8575763891116643,0.8442090644033358
0.8786272408231517,0.9515154299720293,0.9254289816540235,0.9243920775962258,0.016422216247982624,0.8786272408231517,0.9515154299720293,0.9254289816540235,0.9243920775962258,0.016422216247982624,0.8937554324206867,0.5427611044417767,0.6976284658721214,0.7006651696489451
0.8799297425234417,0.951594610142463,0.9256407076651719,0.9250684714218356,0.01606647118822562,0.8799297425234417,0.951594610142463,0.9256407076651719,0.9250684714218356,0.01606647118822562,0.9917459124564557,0.6757743097238894,0.6893189990525431,0.6525053371077445
0.8771239094590348,0.9508101644661567,0.925276378321343,0.9238170088753261,0.015911041661954377,0.8771239094590348,0.9508101644661567,0.925276378321343,0.9238170088753261,0.015911041661954377,0.9297289076661727,0.7393517406962784,0.7777915983759618,0.7852378617099132
0.8816141695946986,0.9524656225543882,0.9367861351669444,0.9338630605929109,0.013404912123279954,0.8816141695946986,0.9524656225543882,0.9367861351669444,0.9338630605929109,0.013404912123279954,0.908778490351176,0.6703001200480191,0.7532573119886883,0.7466386265842592
0.8842724783480447,0.9510148555135308,0.9307463673114623,0.9300675249645404,0.013403869844253917,0.8842724783480447,0.9510148555135308,0.9307463673114623,0.9300675249645404,0.013403869844253917,0.9988671578962866,0.7124609843937576,0.6395831834540626,0.723042570258114
0.8835273657632704,0.9519403695096476,0.9271276399743783,0.9267763485172456,0.01458286287810038,0.8835273657632704,0.9519403695096476,0.9271276399743783,0.9267763485172456,0.01458286287810038,0.9993818257572653,0.6091236494597839,0.5281288142505701,0.5466731353913615
0.8764305325721894,0.950714030614913,0.9241256441493042,0.9235511664421938,0.015612869077905706,0.8764305325721894,0.950714030614913,0.9241256441493042,0.9235511664421938,0.015612869077905706,0.8917326433136883,0.8265546218487395,0.8250910431335244,0.8251908424734862
0.8783080554984839,0.9516305879790694,0.9291655641731879,0.9274779844657968,0.014691471743695088,0.8783080554984839,0.9516305879790694,0.9291655641731879,0.9274779844657968,0.014691471743695088,0.9120495281981127,0.6549339735894358,0.7661395418120315,0.7661395418120315
0.887857716317347,0.950506628131743,0.9256886644478491,0.9253967034644818,0.013520950449259434,0.887857716317347,0.950506628131743,0.9256886644478491,0.9253967034644818,0.013520950449259434,0.9967723799999999,0.6224729891956783,0.5657038929734393,0.5732100431226148
0.8844015568941455,0.9511844149016935,0.9232247825760533,0.9236145778257294,0.014769831647541526,0.8844015568941455,0.9511844149016935,0.9232247825760533,0.9236145778257294,0.014769831647541526,0.9945757608924019,0.7669147659063624,0.7397056354025362,0.7763931909366532
0.8812419088018826,0.951884381142246,0.9278130104149567,0.9273321708785313,0.014542417027781257,0.8812419088018826,0.951884381142246,0.9278130104149567,0.9273321708785313,0.014542417027781257,0.9831838727354911,0.8354861944777912,0.8218593309728467,0.8392506373276822
0.8809870094369987,0.9506516522387932,0.9267506173407201,0.9253565359681102,0.015536839833106393,0.8809870094369987,0.9506516522387932,0.9267506173407201,0.9253565359681102,0.015536839833106393,0.8870383973352921,0.6535894357743097,0.7047507372292053,0.7147572374781391
0.8742400406870828,0.9488890197086798,0.9159539301163304,0.9161409605089719,0.016267948564085158,0.8742400406870828,0.9488890197086798,0.9159539301163304,0.9161409605089719,0.016267948564085158,0.9705461290816519,0.8574789915966387,0.8435069445060303,0.8534515693883197
0.8769632483048078,0.9501640301598205,0.9279222785419653,0.9257098672385863,0.013419054833589567,0.8769632483048078,0.9501640301598205,0.9279222785419653,0.9257098672385863,0.013419054833589567,0.9570202905493481,0.7816086434573828,0.8317026041024009,0.8377574864093881
0.8770010488289349,0.9495596653842242,0.9183813603228766,0.9188383180686372,0.016219571601594138,0.8770010488289349,0.9495596653842242,0.9183813603228766,0.9188383180686372,0.016219571601594138,0.9937179629490738,0.5920288115246098,0.5905882352941176,0.5880912364945978
0.8830182012989328,0.9513139892710382,0.9217903437145322,0.9216019622870278,0.016003229972802104,0.8830182012989328,0.9513139892710382,0.9217903437145322,0.9216019622870278,0.016003229972802104,0.8772955794993358,0.7084273709483793,0.8082354600387567,0.8199528079805521
0.8763439053455114,0.9506669721578769,0.9203033747913678,0.9201963261949024,0.0174669041306939,0.8763439053455114,0.9506669721578769,0.9203033747913678,0.9201963261949024,0.0174669041306939,0.9871710684347421,0.8301080432172869,0.8196398559423769,0.8318367346938775
0.8773956525524296,0.9496625311613274,0.918676287469035,0.9181044235915313,0.01574002286387271,0.8773956525524296,0.9496625311613274,0.918676287469035,0.9181044235915313,0.01574002286387271,0.9041172829320734,0.6645378151260504,0.7219140110159,0.7287644071468241
0.87919083959185,0.9505170488160236,0.9288314030961018,0.9265783157983548,0.014996181536706902,0.87919083959185,0.9505170488160236,0.9288314030961018,0.9265783157983548,0.014996181536706902,0.9689524186685148,0.8475870348139255,0.8478581524270625,0.8532471833033936
0.8736037913148841,0.9502502114538388,0.9313906589145415,0.9283854760092926,0.016262144624988664,0.8736037913148841,0.9502502114538388,0.9313906589145415,0.9283854760092926,0.016262144624988664,0.9866261466748608,0.813109243697479,0.7679781638240972,0.7672076332778386
0.8820595978955238,0.9526968411561686,0.926488155672148,0.9256137956604565,0.014780499852990448,0.8820595978955238,0.9526968411561686,0.926488155672148,0.9256137956604565,0.014780499852990448,0.9901940065708638,0.6755822328931572,0.5937836751142771,0.6261445705190529
0.8789228069204298,0.9510522084986454,0.930458564396219,0.9283241058855999,0.015655265117332885,0.8789228069204298,0.9510522084986454,0.930458564396219,0.9283241058855999,0.015655265117332885,0.9939019724307937,0.8671788715486194,0.8690368526315441,0.8853712287659199
0.8808452534587674,0.9506258285705333,0.9223202007736206,0.9226302576039305,0.01621399523157464,0.8808452534587674,0.9506258285705333,0.9223202007736206,0.9226302576039305,0.01621399523157464,0.990119892997325,0.8487394957983193,0.8136474296317817,0.8241367933017836
0.877478243683192,0.9504021389387223,0.9263869384559891,0.92589340577518,0.015918861513907673,0.877478243683192,0.9504021389387223,0.9263869384559891,0.92589340577518,0.015918861513907673,0.987619059885754,0.8135894357743096,0.8545280832415983,0.8604853263023707
0.881080070448353,0.9504890945278286,0.9358622547718991,0.9326492073928413,0.013184073640977574,0.881080070448353,0.9504890945278286,0.9358622547718991,0.9326492073928413,0.013184073640977574,0.8787206405953025,0.5527490996398559,0.6664540839628404,0.6611998120604243
