corr_data_correlation_min,corr_data_correlation_max,corr_data_correlation_median,corr_data_correlation_mean,corr_data_correlation_std,corr_data_abs_correlation_min,corr_data_abs_correlation_max,corr_data_abs_correlation_median,corr_data_abs_correlation_mean,corr_data_abs_correlation_std,model_roc_auc,permutation_ranks_corr,shap_ranks_corr,gain_ranks_corr
0.8779312336321052,0.9505818165179704,0.9256744483733638,0.9252333738756717,0.016344795014888704,0.8779312336321052,0.9505818165179704,0.9256744483733638,0.9252333738756717,0.016344795014888704,0.8738278648091279,0.7470348139255703,0.7167732550659301,0.7166728525928855
0.7167023499750073,0.9504442415158748,0.8640284224111684,0.8639784316386511,0.05498940427221475,0.7167023499750073,0.9504442415158748,0.8640284224111684,0.8639784316386511,0.05498940427221475,0.8893270771885625,0.6685714285714285,0.697574358262798,0.7121292677157929
0.548597215155886,0.9502458431382017,0.7813691525748155,0.7862410491183495,0.09797922656945833,0.548597215155886,0.9502458431382017,0.7813691525748155,0.7862410491183495,0.09797922656945833,0.9049009307727561,0.5963505402160864,0.5779658719746313,0.5823599358771248
0.4131256249472558,0.9499867340093671,0.6950019135641287,0.7076318121205485,0.13450413839467823,0.4131256249472558,0.9499867340093671,0.6950019135641287,0.7076318121205485,0.13450413839467823,0.9168675182678553,0.6955582232893157,0.6355527862684024,0.6474967118163036
0.3138475605047228,0.9497817897465728,0.6130939013352666,0.6354951122865934,0.16173816875759756,0.3138475605047228,0.9497817897465728,0.6130939013352666,0.6354951122865934,0.16173816875759756,0.9219799939347922,0.6161344537815125,0.6227769277696628,0.6194328949926304
0.24292088172876933,0.9496259240737379,0.5403816333241783,0.5719947505824116,0.18056978868191687,0.24292088172876933,0.9496259240737379,0.5403816333241783,0.5719947505824116,0.18056978868191687,0.9250939427154747,0.6747178871548619,0.6349216032109931,0.6320084506383341
0.19204501782227207,0.9494433793932636,0.4777953317580139,0.5169855377308414,0.1928408100653753,0.19204501782227207,0.9494433793932636,0.4777953317580139,0.5169855377308414,0.1928408100653753,0.9272391880795101,0.686530612244898,0.6994565407555245,0.7010142420085119
0.15497785299388397,0.9492342120084156,0.4204303911565555,0.4695242299480334,0.20028782949672816,0.15497785299388397,0.9492342120084156,0.4204303911565555,0.4695242299480334,0.20028782949672816,0.9290626465661642,0.709483793517407,0.7010922756521607,0.699314232543779
0.12595540826070015,0.9489984848702978,0.3755836043222717,0.42851037770392386,0.20427893055079316,0.12595540826070015,0.9489984848702978,0.3755836043222717,0.42851037770392386,0.20427893055079316,0.9298537026193143,0.7545258103241297,0.7164938982100748,0.7114313691378656
0.1030495344081669,0.9487362675324128,0.3390043171595621,0.3929204296820829,0.20582251408121807,0.1030495344081669,0.9487362675324128,0.3390043171595621,0.3929204296820829,0.20582251408121807,0.9307307827328607,0.7065066026410565,0.7359568807353939,0.7366404017868928
0.0852317972393969,0.9484476361007886,0.30748835444584677,0.3618744971566127,0.20564275129281415,0.0852317972393969,0.9484476361007886,0.30748835444584677,0.3618744971566127,0.20564275129281415,0.9316332435946962,0.7356062424969987,0.6965423566747871,0.6959522332435462
0.8290599639621483,0.9014277551007289,0.876454436209183,0.8758453357817383,0.015515902657744727,0.8290599639621483,0.9014277551007289,0.876454436209183,0.8758453357817383,0.015515902657744727,0.8959565976132697,0.7857382953181272,0.7621049716456006,0.766321875513477
0.6772721939732252,0.9012232788213324,0.8173646562503019,0.81788665602614,0.051940602878380183,0.6772721939732252,0.9012232788213324,0.8173646562503019,0.81788665602614,0.051940602878380183,0.8939962273545673,0.7893877551020407,0.8147742788159187,0.8151886322728208
0.5189349912593392,0.9008754117802367,0.7387623127807158,0.7443020964246845,0.0925828446963024,0.5189349912593392,0.9008754117802367,0.7387623127807158,0.7443020964246845,0.0925828446963024,0.9041877641877643,0.6502280912364946,0.727298893362921,0.7290441232573623
0.39124133804464495,0.9003847347671686,0.6565462338583614,0.6698818181499823,0.12714734052693358,0.39124133804464495,0.9003847347671686,0.6565462338583614,0.6698818181499823,0.12714734052693358,0.9140216400000001,0.613829531812725,0.6916093790741252,0.6755082109260022
0.2975873759783217,0.8997519912958837,0.5794364220820967,0.6015875072556035,0.15293235401697894,0.2975873759783217,0.8997519912958837,0.5794364220820967,0.6015875072556035,0.15293235401697894,0.9202761545112887,0.7397358943577431,0.733475249048665,0.7307806668696987
0.23062605831552513,0.8989780850823488,0.51209665374791,0.5414706424285246,0.170769657430626,0.23062605831552513,0.8989780850823488,0.51209665374791,0.5414706424285246,0.170769657430626,0.9234351834351834,0.7402160864345738,0.6939788467098622,0.6946736692696804
0.1825593663782536,0.8980640770298162,0.4525237418786709,0.489394203827676,0.18239938212000936,0.1825593663782536,0.8980640770298162,0.4525237418786709,0.489394203827676,0.18239938212000936,0.9243909327807358,0.6993997599039616,0.6483489431234392,0.6426444166214429
0.14669476556350478,0.8974643084554178,0.39957976540360973,0.4444647979404836,0.18946357436972747,0.14669476556350478,0.8974643084554178,0.39957976540360973,0.4444647979404836,0.18946357436972747,0.9258526058526059,0.7052581032412966,0.7045090229965405,0.7054925620486089
0.1184462238145094,0.8970802622954379,0.35683706737402526,0.40564001215050255,0.1932560135953857,0.1184462238145094,0.8970802622954379,0.35683706737402526,0.40564001215050255,0.1932560135953857,0.9280834523338094,0.7409843937575029,0.6936292272724849,0.6921595700355209
0.09692854459815756,0.8968751207746202,0.3227769624369554,0.3719503001136326,0.1947304635019701,0.09692854459815756,0.8968751207746202,0.3227769624369554,0.3719503001136326,0.1947304635019701,0.9283052564614566,0.7818007202881153,0.7471265298012358,0.7246952549917629
0.08024820118674808,0.8966450456607844,0.292222744935202,0.34256227482410395,0.1945720394834502,0.08024820118674808,0.8966450456607844,0.292222744935202,0.34256227482410395,0.1945720394834502,0.9290377290377292,0.7535654261704682,0.7451291858469622,0.749358403770856
0.7336931241925405,0.8049818242596328,0.7777299479427173,0.7769794411271091,0.01429812167803953,0.7336931241925405,0.8049818242596328,0.7777299479427173,0.7769794411271091,0.01429812167803953,0.8931845579276118,0.7959183673469388,0.8337625394833826,0.8341810161955894
0.5996512632680295,0.8023198669250953,0.726458098423181,0.7254387651679737,0.04655636993618142,0.5996512632680295,0.8023198669250953,0.726458098423181,0.7254387651679737,0.04655636993618142,0.902300093375141,0.767875150060024,0.7948853128846165,0.7948853128846165
0.45846248538221585,0.8009909236474612,0.6580064856094724,0.660151660198853,0.08254492353802212,0.45846248538221585,0.8009909236474612,0.6580064856094724,0.660151660198853,0.08254492353802212,0.9054714209868059,0.7915006002400959,0.8160329974014664,0.8157275196135697
0.3449539562693358,0.8003922709590838,0.5856228576715127,0.5941666185810193,0.11312786602020523,0.3449539562693358,0.8003922709590838,0.5856228576715127,0.5941666185810193,0.11312786602020523,0.9108771853192832,0.7299399759903961,0.78247672496987,0.775690369852473
0.2618809558967961,0.8001458873330841,0.5170384615241373,0.533618169845502,0.13594256050222178,0.2618809558967961,0.8001458873330841,0.5170384615241373,0.533618169845502,0.13594256050222178,0.9150741056474277,0.7765186074429772,0.7681931766179645,0.7568824775191787
0.20258989895355303,0.7998492064865106,0.4542405337247342,0.4803146301333198,0.15173369869145753,0.20258989895355303,0.7998492064865106,0.4542405337247342,0.4803146301333198,0.15173369869145753,0.9180981929823665,0.7325330132052821,0.7347726404681675,0.7399622061461769
0.15882445184813274,0.799502412491038,0.40010334781983914,0.4341349234639384,0.162039636984187,0.15882445184813274,0.799502412491038,0.40010334781983914,0.4341349234639384,0.162039636984187,0.9194876179504718,0.6475390156062424,0.7126567536710985,0.714062388293724
0.12571081442510404,0.7991057172957806,0.35446854016979973,0.39428953302586833,0.1683098751976117,0.12571081442510404,0.7991057172957806,0.35446854016979973,0.39428953302586833,0.1683098751976117,0.9225569282115793,0.7008403361344538,0.6874606118212346,0.683410624741032
0.10094056540203389,0.7986593603912411,0.31795653983013,0.35985628900072913,0.17168641176572824,0.10094056540203389,0.7986593603912411,0.31795653983013,0.35985628900072913,0.17168641176572824,0.9236512725144581,0.7360864345738295,0.7897554514650978,0.7920801939471734
0.0820770687849642,0.7981636084318909,0.2862358039956977,0.32997673759376644,0.1730114405314868,0.0820770687849642,0.7981636084318909,0.2862358039956977,0.32997673759376644,0.1730114405314868,0.9268742282998765,0.8137815126050421,0.7823769209785103,0.7794457239358934
0.06746061975088753,0.7976187548183685,0.2582165346058679,0.3039124888521567,0.17289025786332501,0.06746061975088753,0.7976187548183685,0.2582165346058679,0.3039124888521567,0.17289025786332501,0.9266359743558031,0.8449939975990396,0.8252506803326604,0.8153246437638288
0.6386163561963978,0.7034151213181773,0.679595059052685,0.6789592313261388,0.012768334894444884,0.6386163561963978,0.7034151213181773,0.679595059052685,0.6789592313261388,0.012768334894444884,0.8956521937393596,0.8254981992797119,0.8724354232189151,0.8676848624946738
0.5228821341253499,0.7019082876105882,0.6332571027110362,0.6341172298097658,0.04064713931600412,0.5228821341253499,0.7019082876105882,0.6332571027110362,0.6341172298097658,0.04064713931600412,0.8981714065548333,0.8176230492196879,0.8556800765232372,0.8460414391109483
